tm,id,location,rain,snow,cloud,weather_code
2024-01-01 00:00:00,90,속초,0.0,0.0,8,
2024-01-01 01:00:00,90,속초,0.0,0.0,8,
2024-01-01 02:00:00,90,속초,0.0,0.0,8,
2024-01-01 03:00:00,90,속초,0.4000000059604645,0.0,9,
2024-01-01 04:00:00,90,속초,0.0,0.0,9,
2024-01-01 05:00:00,90,속초,0.0,0.0,8,
