section,longitude,latitude
경부선(경부선시점-구서IC),129.09357397600002,35.246913512999996
경부선(구서IC-영락IC),129.0997105441111,35.25426450044444
경부선(영락IC-부산TG),129.10708613410003,35.26999700704999
경부선(부산TG-노포IC),129.1041567024545,35.28297565290909
경부선(노포IC-노포JC),129.0984345938,35.288215433199994
