도로명,시작IC,종료IC,이정
대구외곽순환선,다사IC,북달성TG,"[3.6, 5.9]"
대구외곽순환선,북달성TG,북다사IC,"[5.9, 7.8]"
대구외곽순환선,북다사IC,칠곡JCT,"[7.8, 11.5]"
대구외곽순환선,칠곡JCT,남칠곡TG,"[11.5, 14.1]"
대구외곽순환선,남칠곡TG,지천IC,"[14.1, 16.4]"
대구외곽순환선,지천IC,동명동호IC,"[16.4, 20.0]"
대구외곽순환선,동명동호IC,서변IC,"[20.0, 26.5]"
대구외곽순환선,서변IC,연경TG,"[26.5, 27.7]"
대구외곽순환선,연경TG,파군재IC,"[27.7, 30.5]"
대구외곽순환선,파군재IC,둔산IC,"[30.5, 36.8]"
대구외곽순환선,둔산IC,상매JCT,"[36.8, 38.5]"
대구외곽순환선,상매JCT,율암TG,"[38.5, 38.7]"
광주외곽순환선,남광산IC,남광산TG,"[0.0, 1.0]"
광주외곽순환선,남광산TG,남장성IC,"[1.0, 6.1]"
광주외곽순환선,남장성IC,남장성JCT,"[6.1, 9.7]"
